trial_index,utt_id,split,room_short,rir_gt_name,rir_path_rel,rir_file_path,image_path_abs,image_url,reference_url,prompt,speech_text,stim_HIDDEN_REF_GT,stim_T2R_GEN,stim_B1_GEN,stim_B2_GEN,stim_ANCHOR_LP3500
29,1089-134691-0012,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_high_and_mid_distance_direc_ba70b525.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID06_20171231_T/22/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_high_and_mid_distance_direc_ba70b525.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/5.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/5.jpg,external_data/text2rir_but_mushra/latest_gt/1089-134691-0012__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned high and mid-distance, directed to the right, with the microphone placed mid-distance, high, and directed forward and down, capturing direct sound from 2-4 meters away, and early reflections off nearby surfaces.",IT WAS IDLE FOR HIM TO MOVE HIMSELF TO BE GENEROUS TOWARDS THEM TO TELL HIMSELF THAT IF HE EVER CAME TO THEIR GATES STRIPPED OF HIS PRIDE BEATEN AND IN BEGGAR'S WEEDS THAT THEY WOULD BE GENEROUS TOWARDS HIM LOVING HIM AS THEMSELVES,external_data/text2rir_but_mushra/latest_gt/1089-134691-0012__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/1089-134691-0012__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/1089-134691-0012__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/1089-134691-0012__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/1089-134691-0012__test-clean.wav
30,5142-36377-0012,test-clean,L207,in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_low_and_mid_width_emitting_fro_30ac72cc.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID02_20171229_T/19/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_low_and_mid_width_emitting_fro_30ac72cc.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/7.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/7.jpg,external_data/text2rir_but_mushra/latest_gt/5142-36377-0012__test-clean.wav,"In a small office with concrete and glass walls, a sound source is positioned low and mid-width, emitting from the front-left towards a microphone placed high and far from the left wall, with early reflections bouncing off nearby surfaces.",MAKE ACQUAINTANCE WITH MISTER JAGO SIT TOGETHER,external_data/text2rir_but_mushra/latest_gt/5142-36377-0012__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/5142-36377-0012__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/5142-36377-0012__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/5142-36377-0012__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/5142-36377-0012__test-clean.wav
31,8555-284447-0019,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__c99b6335.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID02_20171229_T/10/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v02.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__c99b6335.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/1.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/1.jpg,external_data/text2rir_but_mushra/latest_gt/8555-284447-0019__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned low and mid-width, emitting from the front-left towards a microphone placed mid-distance, directed down, with direct sound traveling 2-4m, and early reflections bouncing off nearby surfaces.",BEFORE ANY COULD STOP HIM HE BUTTED HIS MAJESTY SO FURIOUSLY THAT THE KING SOARED FAR INTO THE AIR AND TUMBLED IN A HEAP AMONG THE BENCHES WHERE HE LAY MOANING AND GROANING,external_data/text2rir_but_mushra/latest_gt/8555-284447-0019__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/8555-284447-0019__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/8555-284447-0019__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/8555-284447-0019__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/8555-284447-0019__test-clean.wav
32,7021-85628-0011,test-clean,L207,in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_to_the_right_emitting_0e86dadc.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID06_20171231_T/02/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v01.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_to_the_right_emitting_0e86dadc.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/7.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/7.jpg,external_data/text2rir_but_mushra/latest_gt/7021-85628-0011__test-clean.wav,"In a small office with concrete and glass walls, a sound source is positioned high and to the right, emitting towards the front, with a microphone placed low and to the front, capturing direct sound and early reflections off nearby surfaces.",THE PRINCESS SAT DOWN UNDER A BLUE CANOPY WITH BOUQUETS OF ROSES AND SHE LET ANDERS SIT IN A GOLDEN CHAIR BY HER SIDE,external_data/text2rir_but_mushra/latest_gt/7021-85628-0011__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/7021-85628-0011__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/7021-85628-0011__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/7021-85628-0011__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/7021-85628-0011__test-clean.wav
33,5105-28240-0008,test-clean,L207,in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_left_directing_sound__b6edc74a.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID05_20171229_S/04/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_left_directing_sound__b6edc74a.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/5.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/5.jpg,external_data/text2rir_but_mushra/latest_gt/5105-28240-0008__test-clean.wav,"In a small office with concrete and glass walls, a sound source is positioned high and left, directing sound upwards and to the front-left, with the microphone placed mid-room, facing left and down, capturing direct sound from 2-4 meters away, and early reflections off nearby surfaces.",A NARROW CHANNEL FORMED A PASSAGE THROUGH THE RIDGE OF ROCKS THAT PROTECTED IT FROM THE OPEN SEA AND WHICH EVEN IN THE ROUGHEST WEATHER WOULD ENSURE THE CALMNESS OF ITS WATERS,external_data/text2rir_but_mushra/latest_gt/5105-28240-0008__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/5105-28240-0008__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/5105-28240-0008__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/5105-28240-0008__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/5105-28240-0008__test-clean.wav
34,260-123440-0008,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_wide_directed_back__035617aa.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID04_20171229_S/20/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_wide_directed_back__035617aa.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/8.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/8.jpg,external_data/text2rir_but_mushra/latest_gt/260-123440-0008__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned low and wide, directed back and right, with the microphone placed high and far, directed forward and down, capturing direct sound from 2-4 meters away, and early reflections off nearby surfaces.",I'LL TRY IF I KNOW ALL THE THINGS I USED TO KNOW,external_data/text2rir_but_mushra/latest_gt/260-123440-0008__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/260-123440-0008__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/260-123440-0008__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/260-123440-0008__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/260-123440-0008__test-clean.wav
35,6829-68771-0019,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__d18c0104.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID02_20171229_T/09/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v01.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__d18c0104.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/3.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/3.jpg,external_data/text2rir_but_mushra/latest_gt/6829-68771-0019__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned low and mid-width, emitting from the front-left towards a microphone placed high and low in width, directed right, with a direct path of 2-4 meters, and early reflections bouncing off nearby furniture and walls.",SHE WAS DRESSED IN THE REGULATION COSTUME OF THE MAIDS AT ELMHURST A PLAIN BLACK GOWN WITH WHITE APRON AND CAP,external_data/text2rir_but_mushra/latest_gt/6829-68771-0019__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/6829-68771-0019__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/6829-68771-0019__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/6829-68771-0019__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/6829-68771-0019__test-clean.wav
36,908-31957-0015,test-clean,L207,in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_mid_distance_directed_1cf2a8e7.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID06_20171231_T/13/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_mid_distance_directed_1cf2a8e7.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/9.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/9.jpg,external_data/text2rir_but_mushra/latest_gt/908-31957-0015__test-clean.wav,"In a small office with concrete and glass walls, a sound source is positioned high and mid-distance, directed right and level, with the mic placed mid-distance, low, and directed right and level, capturing direct sound from 4-8m away, and early reflections off nearby surfaces.",THAT WAS THE CHRISM OF LOVE WHICH LOVE'S OWN CROWN WITH SANCTIFYING SWEETNESS DID PRECEDE THE THIRD UPON MY LIPS WAS FOLDED DOWN IN PERFECT PURPLE STATE SINCE WHEN INDEED I HAVE BEEN PROUD AND SAID MY LOVE MY OWN,external_data/text2rir_but_mushra/latest_gt/908-31957-0015__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/908-31957-0015__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/908-31957-0015__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/908-31957-0015__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/908-31957-0015__test-clean.wav
37,2830-3980-0047,test-clean,L207,in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_mid_distance_directed_32802f9e.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID06_20171231_T/07/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v01.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_high_and_mid_distance_directed_32802f9e.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/5.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/5.jpg,external_data/text2rir_but_mushra/latest_gt/2830-3980-0047__test-clean.wav,"In a small office with concrete and glass walls, a sound source is positioned high and mid-distance, directed to the right, with the microphone placed low and mid-distance, directed back-right and up, capturing direct sound from 4-8m away, and early reflections off nearby surfaces.",TO DO SO IS TO LOSE GOD ALTOGETHER BECAUSE GOD BECOMES INTOLERABLE WHEN WE SEEK TO MEASURE AND TO COMPREHEND HIS INFINITE MAJESTY,external_data/text2rir_but_mushra/latest_gt/2830-3980-0047__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/2830-3980-0047__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/2830-3980-0047__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/2830-3980-0047__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/2830-3980-0047__test-clean.wav
38,237-126133-0014,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_high_and_mid_distance_direc_79d9b7f7.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID06_20171231_T/11/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_high_and_mid_distance_direc_79d9b7f7.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/4.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/4.jpg,external_data/text2rir_but_mushra/latest_gt/237-126133-0014__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned high and mid-distance, directed to the right, with the microphone placed low and near the front wall, capturing direct sound and early reflections off nearby surfaces.",ASKED PHRONSIE IN INTENSE INTEREST SLIPPING DOWN OUT OF POLLY'S ARMS AND CROWDING UP CLOSE TO JASPER'S SIDE,external_data/text2rir_but_mushra/latest_gt/237-126133-0014__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/237-126133-0014__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/237-126133-0014__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/237-126133-0014__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/237-126133-0014__test-clean.wav
39,7729-102255-0007,test-clean,CR2,in_a_very_large_hotel_conference_room_with_glass_and_brick_walls_carpeted_floor_and_wooden_ceiling_sound_em_17ffc496.wav,BUT_ReverbDB/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID01_20170906_S/17/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_very_large_hotel_conference_room_with_glass_and_brick_walls_carpeted_floor_and_wooden_ceiling_sound_em_17ffc496.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/Hotel_SkalskyDvur_ConferenceRoom2/7.jpg,external_data/text2rir_but_mushra/but_images/Hotel_SkalskyDvur_ConferenceRoom2/7.jpg,external_data/text2rir_but_mushra/latest_gt/7729-102255-0007__test-clean.wav,"In a very large hotel conference room with glass and brick walls, carpeted floor, and wooden ceiling, sound emanates from a source positioned low and wide, directed backwards and level, with the microphone placed low and wide, directed forward and up, at a direct path distance of 1-2 meters, with early reflections bouncing off wooden desks and chairs.",HIS RECEPTION SPEECH AT WESTPORT IN WHICH HE MAINTAINED THE LEGALITY OF THE LEGISLATURE AND HIS DETERMINATION TO ENFORCE THEIR LAWS DELIGHTED HIS PRO SLAVERY AUDITORS,external_data/text2rir_but_mushra/latest_gt/7729-102255-0007__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/7729-102255-0007__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/7729-102255-0007__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/7729-102255-0007__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/7729-102255-0007__test-clean.wav
40,8555-284449-0003,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__e92f4cbc.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID02_20171229_T/15/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v01.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__e92f4cbc.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/1.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/1.jpg,external_data/text2rir_but_mushra/latest_gt/8555-284449-0003__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned low and mid-width, emitting from the front-left, with the microphone placed high and mid-width, directed left and down, capturing direct sound from 2-4 meters away, and early reflections off nearby surfaces.",WHEN THE BLUESKINS SAW GHIP GHISIZZLE THEY RAISED ANOTHER GREAT SHOUT FOR HE WAS THE FAVORITE OF THE SOLDIERS AND VERY POPULAR WITH ALL THE PEOPLE,external_data/text2rir_but_mushra/latest_gt/8555-284449-0003__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/8555-284449-0003__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/8555-284449-0003__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/8555-284449-0003__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/8555-284449-0003__test-clean.wav
41,3570-5695-0015,test-clean,L207,in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_low_and_mid_width_emitting_fro_6db4ba9b.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID02_20171229_T/14/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v01.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_walls_a_sound_source_is_positioned_low_and_mid_width_emitting_fro_6db4ba9b.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/6.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/6.jpg,external_data/text2rir_but_mushra/latest_gt/3570-5695-0015__test-clean.wav,"In a small office with concrete and glass walls, a sound source is positioned low and mid-width, emitting from the front-left towards a microphone placed low and mid-height, with direct path around 2-4 meters, and early reflections bouncing off nearby surfaces.",THE RESULT IS A GREAT MOBILITY OF THE LABOR EMPLOYED IN PRINTING PERHAPS GREATER THAN IN ANY OTHER EQUALLY WELL DEFINED AND CONSIDERABLE BODY OF WORKMEN,external_data/text2rir_but_mushra/latest_gt/3570-5695-0015__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/3570-5695-0015__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/3570-5695-0015__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/3570-5695-0015__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/3570-5695-0015__test-clean.wav
42,4970-29093-0012,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_high_to_the_side_em_c6f49500.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID01_20171223_S/30/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_high_to_the_side_em_c6f49500.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/8.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/8.jpg,external_data/text2rir_but_mushra/latest_gt/4970-29093-0012__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned low and high to the side, emitting towards the left at level height, while a microphone is placed high and low, facing front and up, with a direct path of 4-8 meters, amidst medium furniture density and various reflective surfaces.",BUT PHILIP DID AFFORD IT AND HE WROTE THANKING HIS FRIENDS AND DECLINING BECAUSE HE SAID THE POLITICAL SCHEME WOULD FAIL AND OUGHT TO FAIL,external_data/text2rir_but_mushra/latest_gt/4970-29093-0012__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/4970-29093-0012__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/4970-29093-0012__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/4970-29093-0012__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/4970-29093-0012__test-clean.wav
43,8455-210777-0065,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_high_and_mid_width_directin_5e1e04d2.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID03_20171229_S/16/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_high_and_mid_width_directin_5e1e04d2.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/8.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/8.jpg,external_data/text2rir_but_mushra/latest_gt/8455-210777-0065__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned high and mid-width, directing sound to the right, with the microphone placed low, mid-depth, and high, pointing back-left, capturing direct sound from 4-8 meters away, and early reflections off nearby surfaces.",I SHALL BE HAPPY TO TAKE CHARGE OF THEM SAID SIR FERDINANDO,external_data/text2rir_but_mushra/latest_gt/8455-210777-0065__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/8455-210777-0065__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/8455-210777-0065__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/8455-210777-0065__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/8455-210777-0065__test-clean.wav
44,7729-102255-0039,test-clean,CR2,in_a_very_large_hotel_conference_room_with_glass_and_brick_walls_carpeted_floor_and_wooden_ceiling_sound_em_6352566c.wav,BUT_ReverbDB/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID03_20170906_S/24/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_very_large_hotel_conference_room_with_glass_and_brick_walls_carpeted_floor_and_wooden_ceiling_sound_em_6352566c.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/Hotel_SkalskyDvur_ConferenceRoom2/5.jpg,external_data/text2rir_but_mushra/but_images/Hotel_SkalskyDvur_ConferenceRoom2/5.jpg,external_data/text2rir_but_mushra/latest_gt/7729-102255-0039__test-clean.wav,"In a very large hotel conference room with glass and brick walls, carpeted floor, and wooden ceiling, sound emanates from a source positioned mid-width, mid-depth, and mid-height, directed front-right, captured by a mic placed high, low depth, and low height, directed front and down, with direct path over 16m, and early reflections off nearby wooden desks and chairs.",THE INMATES BEING REMOVED AT THE APPOINTED HOUR A FEW CANNON BALLS WERE FIRED THROUGH THE STONE WALLS,external_data/text2rir_but_mushra/latest_gt/7729-102255-0039__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/7729-102255-0039__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/7729-102255-0039__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/7729-102255-0039__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/7729-102255-0039__test-clean.wav
45,121-121726-0010,test-clean,L207,in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__0d1f88e9.wav,BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID02_20171229_T/21/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v02.wav,/home/kirak/stable-audio-tools/BUT_ReverbDB/rir_prompts_split_peaknorm/test/in_a_small_office_with_concrete_and_glass_surfaces_a_sound_source_is_positioned_low_and_mid_width_emitting__0d1f88e9.wav,/mnt/DATA0/dataset/BUT_ReverbDB_22k05_5p94s/VUT_FIT_L207/1.jpg,external_data/text2rir_but_mushra/but_images/VUT_FIT_L207/1.jpg,external_data/text2rir_but_mushra/latest_gt/121-121726-0010__test-clean.wav,"In a small office with concrete and glass surfaces, a sound source is positioned low and mid-width, emitting from the front-left towards a microphone placed low, high, and directed downwards, with a direct path of 1-2 meters, and early reflections bouncing off nearby surfaces.",HOUSECLEANING A DOMESTIC UPHEAVAL THAT MAKES IT EASY FOR THE GOVERNMENT TO ENLIST ALL THE SOLDIERS IT NEEDS,external_data/text2rir_but_mushra/latest_gt/121-121726-0010__test-clean.wav,external_data/text2rir_but_mushra/latest_gen/121-121726-0010__test-clean.wav,external_data/text2rir_but_mushra/baseline1_gen/121-121726-0010__test-clean.wav,external_data/text2rir_but_mushra/baseline2_gen/121-121726-0010__test-clean.wav,external_data/text2rir_but_mushra/anchor_lp3500/121-121726-0010__test-clean.wav
